piece_name,H1,H4,GS
samp_01_2stage_samp01.mid,1.909869705492427,2.089733715178087,0.9760752688172043
samp_01_skyline.mid,1.5879640416657632,1.7525273768959708,0.9344086021505377
samp_02_2stage_samp01.mid,2.0781653966552174,2.6290075652300424,0.8120967741935484
samp_02_skyline.mid,1.4185101691272448,2.111017931937819,0.7298387096774194
samp_03_2stage_samp01.mid,1.9802698659285105,2.4345779940818986,0.9029569892473118
samp_03_skyline.mid,1.5370466279796207,2.0747666982924193,0.8271505376344086
samp_04_2stage_samp01.mid,2.141860721685716,2.2866595004043964,0.9798387096774194
samp_04_skyline.mid,1.7742211852352743,2.1603813492566704,0.9543010752688172
samp_05_2stage_samp01.mid,1.9298200597891277,2.5110350496472504,0.7806451612903226
samp_05_skyline.mid,1.2134255338002091,2.083476423845478,0.8223522167487685
samp_06_2stage_samp01.mid,2.058990301168475,2.6562280426692118,0.8951612903225806
samp_06_skyline.mid,1.4283011638812932,2.4215639313358035,0.7704301075268817
samp_07_2stage_samp01.mid,1.9172756224649747,2.507234563253404,0.7895161290322581
samp_07_skyline.mid,1.3000694310687921,2.205011482096473,0.7623655913978494
samp_08_2stage_samp01.mid,1.7264342573546723,2.205799921376077,0.7760057471264368
samp_08_skyline.mid,1.2534401630185572,1.77529222971814,0.7429597701149425
samp_09_2stage_samp01.mid,2.0225035260296673,2.640855748436352,0.9043010752688172
samp_09_skyline.mid,1.280217450840423,2.2109916351952976,0.8254310344827587
samp_10_2stage_samp01.mid,1.9244534274377199,2.5731408962369295,0.7986391129032258
samp_10_skyline.mid,1.2410657353878531,2.3397416027371927,0.7510752688172043
samp_11_2stage_samp01.mid,2.2098608302615843,2.5974251351443427,0.6094086021505376
samp_11_skyline.mid,1.5397411916034385,2.1053643093038277,0.571505376344086
samp_12_2stage_samp01.mid,2.078731979394263,2.4335348762321467,0.8728494623655914
samp_12_skyline.mid,1.4360344014729003,1.97338065784913,0.8567204301075269
samp_13_2stage_samp01.mid,1.9705502618104396,2.278217038151095,0.6096270161290323
samp_13_skyline.mid,1.400473674444742,1.8151656059440542,0.5333921370967742
samp_14_2stage_samp01.mid,2.228850244497628,2.631622596946832,0.6153225806451613
samp_14_skyline.mid,1.655136741666359,2.16017226757219,0.5454301075268817
samp_15_2stage_samp01.mid,1.9201493790240662,2.575230146881441,0.8129032258064516
samp_15_skyline.mid,0.9620891472930142,2.020913861005374,0.7774425287356321
samp_16_2stage_samp01.mid,2.1521934035532464,2.5361803104331595,0.8086021505376344
samp_16_skyline.mid,1.558594569531029,1.8921961657909914,0.7806451612903226
samp_17_2stage_samp01.mid,1.9892601608372826,2.6245240295406957,0.8306451612903226
samp_17_skyline.mid,1.5803083154740707,2.4256227637704195,0.7672043010752688
samp_18_2stage_samp01.mid,2.0508914618987344,2.5209622585647575,0.6895161290322581
samp_18_skyline.mid,1.6477520163242332,2.2415142130481653,0.6212365591397849
samp_19_2stage_samp01.mid,1.8928885630594694,2.49509708281302,0.7681451612903226
samp_19_skyline.mid,1.1417760877784553,1.849392550080594,0.7469758064516129
samp_20_2stage_samp01.mid,2.1004692660200828,2.5367929137767167,0.5889616935483871
samp_20_skyline.mid,1.4364902538853754,2.0218875738962145,0.5583417338709677
